Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit
Rename Method,check_driver_valid,_check_valid,qiskit/chemistry/drivers/gaussiand/gaussiandriver.py/GaussianDriver,76,67,['The method check_driver_valid from the module qiskit/chemistry/drivers/gaussiand/gaussiandriver.py in class GaussianDriver is renamed to _check_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Rename Method,check_driver_valid,_check_valid,qiskit/chemistry/drivers/psi4d/psi4driver.py/PSI4Driver,65,57,['The method check_driver_valid from the module qiskit/chemistry/drivers/psi4d/psi4driver.py in class PSI4Driver is renamed to _check_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Rename Method,check_driver_valid,_check_valid,qiskit/chemistry/drivers/pyquanted/pyquantedriver.py/PyQuanteDriver,145,142,['The method check_driver_valid from the module qiskit/chemistry/drivers/pyquanted/pyquantedriver.py in class PyQuanteDriver is renamed to _check_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Rename Method,check_driver_valid,_check_valid,qiskit/chemistry/drivers/pyscfd/pyscfdriver.py/PySCFDriver,157,154,['The method check_driver_valid from the module qiskit/chemistry/drivers/pyscfd/pyscfdriver.py in class PySCFDriver is renamed to _check_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Rename Method,check_provider_valid,_check_provider_valid,qiskit/finance/data_providers/exchange_data_provider.py/ExchangeDataProvider,107,103,['The method check_provider_valid from the module qiskit/finance/data_providers/exchange_data_provider.py in class ExchangeDataProvider is renamed to _check_provider_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Rename Method,check_provider_valid,_check_provider_valid,qiskit/finance/data_providers/wikipedia_data_provider.py/WikipediaDataProvider,110,106,['The method check_provider_valid from the module qiskit/finance/data_providers/wikipedia_data_provider.py in class WikipediaDataProvider is renamed to _check_provider_valid'],f359f627ee64123088652e7ca2343fe29cfc29d5
Remove Parameter,__init__,__init__,qiskit/aqua/algorithms/adaptive/vqe/vqe.py/VQE,80,80,['The parameters [ operator_mode ] of the method __init__ from the module qiskit/aqua/algorithms/adaptive/vqe/vqe.py in class VQE is/are removed'],f361f196706b37a067069aae271997a3a6218d06
Remove Parameter,__init__,__init__,qiskit/aqua/algorithms/many_sample/eoh/eoh.py/EOH,95,83,['The parameters [ operator_mode ] of the method __init__ from the module qiskit/aqua/algorithms/many_sample/eoh/eoh.py in class EOH is/are removed'],f361f196706b37a067069aae271997a3a6218d06
Remove Parameter,construct_circuit,construct_circuit,qiskit/aqua/components/feature_maps/pauli_expansion.py/PauliExpansion,136,135,['The parameters [ inverse ] of the method construct_circuit from the module qiskit/aqua/components/feature_maps/pauli_expansion.py in class PauliExpansion is/are removed'],f361f196706b37a067069aae271997a3a6218d06
Remove Parameter,evolve,evolve,qiskit/aqua/operators/matrix_operator.py/MatrixOperator,315,275,['The parameters [ evo_mode quantum_registers ] of the method evolve from the module qiskit/aqua/operators/matrix_operator.py in class MatrixOperator is/are removed'],f361f196706b37a067069aae271997a3a6218d06
Remove Parameter,construct_evaluation_circuit,construct_evaluation_circuit,qiskit/aqua/operators/weighted_pauli_operator.py/WeightedPauliOperator,581,579,['The parameters [ operator_mode input_circuit backend ] of the method construct_evaluation_circuit from the module qiskit/aqua/operators/weighted_pauli_operator.py in class WeightedPauliOperator is/are removed'],f361f196706b37a067069aae271997a3a6218d06
Remove Parameter,evaluate_with_result,evaluate_with_result,qiskit/aqua/operators/weighted_pauli_operator.py/WeightedPauliOperator,719,690,['The parameters [ operator_mode circuits backend ] of the method evaluate_with_result from the module qiskit/aqua/operators/weighted_pauli_operator.py in class WeightedPauliOperator is/are removed'],f361f196706b37a067069aae271997a3a6218d06
Remove Parameter,evolve,evolve,qiskit/aqua/operators/weighted_pauli_operator.py/WeightedPauliOperator,838,789,['The parameters [ evo_mode ] of the method evolve from the module qiskit/aqua/operators/weighted_pauli_operator.py in class WeightedPauliOperator is/are removed'],f361f196706b37a067069aae271997a3a6218d06
Remove Parameter,__init__,__init__,qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py/UCCSD,106,105,['The parameters [ cliffords sq_list tapering_values symmetries ] of the method __init__ from the module qiskit/chemistry/aqua_extensions/components/variational_forms/uccsd.py in class UCCSD is/are removed'],f361f196706b37a067069aae271997a3a6218d06
Rename Method,todo_test_qsvm_kernel_binary_directly,test_qsvm_kernel_binary_directly,test/test_qsvm_kernel.py/TestQSVMKernel,78,77,['The method todo_test_qsvm_kernel_binary_directly from the module test/test_qsvm_kernel.py in class TestQSVMKernel is renamed to test_qsvm_kernel_binary_directly'],f3668967c6bdf29ccd325c9e6ef522bf9143ea18
Rename Method,todo_test_qsvm_variational_callback,test_qsvm_variational_callback,test/test_qsvm_variational.py/TestQSVMVariational,141,151,['The method todo_test_qsvm_variational_callback from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to test_qsvm_variational_callback'],f3668967c6bdf29ccd325c9e6ef522bf9143ea18
Rename Method,todo_test_qsvm_variational_directly,test_qsvm_variational_directly,test/test_qsvm_variational.py/TestQSVMVariational,97,107,['The method todo_test_qsvm_variational_directly from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to test_qsvm_variational_directly'],f3668967c6bdf29ccd325c9e6ef522bf9143ea18
Rename Method,todo_test_qsvm_variational_via_run_algorithm,test_qsvm_variational_via_run_algorithm,test/test_qsvm_variational.py/TestQSVMVariational,54,59,['The method todo_test_qsvm_variational_via_run_algorithm from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to test_qsvm_variational_via_run_algorithm'],f3668967c6bdf29ccd325c9e6ef522bf9143ea18
Rename Method,todo_test_qsvm_variational_with_minibatching,test_qsvm_variational_with_minibatching,test/test_qsvm_variational.py/TestQSVMVariational,72,77,['The method todo_test_qsvm_variational_with_minibatching from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to test_qsvm_variational_with_minibatching'],f3668967c6bdf29ccd325c9e6ef522bf9143ea18
Rename Method,todo_test_vqe_callback,test_vqe_callback,test/test_vqe.py/TestVQE,129,128,['The method todo_test_vqe_callback from the module test/test_vqe.py in class TestVQE is renamed to test_vqe_callback'],f3668967c6bdf29ccd325c9e6ef522bf9143ea18
Change/Rename Parameter,decision_function,decision_function,qiskit_aqua/algorithms/classical/svm/rbf_svc_estimator.py/RBF_SVC_Estimator,38,38,['The parameters [ X ] of the method decision_function from the module qiskit_aqua/algorithms/classical/svm/rbf_svc_estimator.py in class RBF_SVC_Estimator are changed/renamed to [x]'],f3a426f88da4760895a42751b1fe668fee3a834f
Change/Rename Parameter,fit,fit,qiskit_aqua/algorithms/classical/svm/rbf_svc_estimator.py/RBF_SVC_Estimator,29,29,['The parameters [ X ] of the method fit from the module qiskit_aqua/algorithms/classical/svm/rbf_svc_estimator.py in class RBF_SVC_Estimator are changed/renamed to [x]'],f3a426f88da4760895a42751b1fe668fee3a834f
Rename Method,kernel_join,construct_kernel_matrix,qiskit_aqua/algorithms/classical/svm/svm_classical_binary.py/SVM_Classical_Binary,37,34,['The method kernel_join from the module qiskit_aqua/algorithms/classical/svm/svm_classical_binary.py in class SVM_Classical_Binary is renamed to construct_kernel_matrix'],f3a426f88da4760895a42751b1fe668fee3a834f
Change/Rename Parameter,predict,predict,qiskit_aqua/algorithms/components/multiclass/allpairs.py/AllPairs,105,104,['The parameters [ X ] of the method predict from the module qiskit_aqua/algorithms/components/multiclass/allpairs.py in class AllPairs are changed/renamed to [x]'],f3a426f88da4760895a42751b1fe668fee3a834f
Change/Rename Parameter,predict,predict,qiskit_aqua/algorithms/components/multiclass/error_correcting_code.py/ErrorCorrectingCode,113,114,['The parameters [ X ] of the method predict from the module qiskit_aqua/algorithms/components/multiclass/error_correcting_code.py in class ErrorCorrectingCode are changed/renamed to [x]'],f3a426f88da4760895a42751b1fe668fee3a834f
Change/Rename Parameter,predict,predict,qiskit_aqua/algorithms/components/multiclass/one_against_rest.py/OneAgainstRest,97,96,['The parameters [ X ] of the method predict from the module qiskit_aqua/algorithms/components/multiclass/one_against_rest.py in class OneAgainstRest are changed/renamed to [x]'],f3a426f88da4760895a42751b1fe668fee3a834f
Rename Method,_get_prediction,get_predictied_confidence,qiskit_aqua/algorithms/many_sample/qsvm/svm_qkernel_binary.py/SVM_QKernel_Binary,113,116,['The method _get_prediction from the module qiskit_aqua/algorithms/many_sample/qsvm/svm_qkernel_binary.py in class SVM_QKernel_Binary is renamed to get_predictied_confidence'],f3a426f88da4760895a42751b1fe668fee3a834f
Change Return Type,aux_operators,aux_operators,qiskit/aqua/algorithms/eigen_solvers/numpy_eigen_solver.py/NumPyEigensolver,86,93,['The return type of method aux_operators from the module qiskit/aqua/algorithms/eigen_solvers/numpy_eigen_solver.py in class NumPyEigensolver is updated'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,operator,operator,qiskit/aqua/algorithms/eigen_solvers/numpy_eigen_solver.py/NumPyEigensolver,71,77,['The return type of method operator from the module qiskit/aqua/algorithms/eigen_solvers/numpy_eigen_solver.py in class NumPyEigensolver is updated'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,aux_operators,aux_operators,qiskit/aqua/algorithms/minimum_eigen_solvers/iqpe.py/IQPEMinimumEigensolver,151,155,['The return type of method aux_operators from the module qiskit/aqua/algorithms/minimum_eigen_solvers/iqpe.py in class IQPEMinimumEigensolver is updated'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,operator,operator,qiskit/aqua/algorithms/minimum_eigen_solvers/iqpe.py/IQPEMinimumEigensolver,140,144,['The return type of method operator from the module qiskit/aqua/algorithms/minimum_eigen_solvers/iqpe.py in class IQPEMinimumEigensolver is updated'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,aux_operators,aux_operators,qiskit/aqua/algorithms/minimum_eigen_solvers/numpy_minimum_eigen_solver.py/NumPyMinimumEigensolver,53,56,['The return type of method aux_operators from the module qiskit/aqua/algorithms/minimum_eigen_solvers/numpy_minimum_eigen_solver.py in class NumPyMinimumEigensolver is updated'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,operator,operator,qiskit/aqua/algorithms/minimum_eigen_solvers/numpy_minimum_eigen_solver.py/NumPyMinimumEigensolver,45,48,['The return type of method operator from the module qiskit/aqua/algorithms/minimum_eigen_solvers/numpy_minimum_eigen_solver.py in class NumPyMinimumEigensolver is updated'],f3b552dc932b838358651d229c0c53789f182015
Remove Parameter,__init__,__init__,qiskit/aqua/algorithms/minimum_eigen_solvers/qaoa/qaoa.py/QAOA,65,66,['The parameters [ auto_conversion ] of the method __init__ from the module qiskit/aqua/algorithms/minimum_eigen_solvers/qaoa/qaoa.py in class QAOA is/are removed'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,aux_operators,aux_operators,qiskit/aqua/algorithms/minimum_eigen_solvers/qpe.py/QPEMinimumEigensolver,161,165,['The return type of method aux_operators from the module qiskit/aqua/algorithms/minimum_eigen_solvers/qpe.py in class QPEMinimumEigensolver is updated'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,operator,operator,qiskit/aqua/algorithms/minimum_eigen_solvers/qpe.py/QPEMinimumEigensolver,150,154,['The return type of method operator from the module qiskit/aqua/algorithms/minimum_eigen_solvers/qpe.py in class QPEMinimumEigensolver is updated'],f3b552dc932b838358651d229c0c53789f182015
Change/Rename Parameter,__init__,__init__,qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py/VQE,82,79,['The parameters [ auto_conversion ] of the method __init__ from the module qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py in class VQE are changed/renamed to [expectation]'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,aux_operators,aux_operators,qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py/VQE,187,200,['The return type of method aux_operators from the module qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py in class VQE is updated'],f3b552dc932b838358651d229c0c53789f182015
Change Return Type,operator,operator,qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py/VQE,176,155,['The return type of method operator from the module qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py in class VQE is updated'],f3b552dc932b838358651d229c0c53789f182015
Remove Parameter,__init__,__init__,qiskit/chemistry/algorithms/eigen_solvers/q_eom_vqe.py/QEomVQE,36,36,['The parameters [ auto_conversion ] of the method __init__ from the module qiskit/chemistry/algorithms/eigen_solvers/q_eom_vqe.py in class QEomVQE is/are removed'],f3b552dc932b838358651d229c0c53789f182015
Add Parameter,test_qaoa,test_qaoa,test/optimization/test_qaoa.py/TestQAOA,60,60,['The parameters [ convert_to_matrix_op ] are added to the method test_qaoa from the module test/optimization/test_qaoa.py in class TestQAOA'],f3b552dc932b838358651d229c0c53789f182015
Remove Parameter,sample_most_likely,sample_most_likely,qiskit_acqua/ising/maxcut.py,155,155,['The parameters [ n ] of the method sample_most_likely from the module qiskit_acqua/ising/maxcut.py is/are removed'],f3f7509e8ca7857d3fafc1680ce9af3ebd68e714
Add Parameter,subtract,subtract,qiskit/aqua/components/reciprocals/long_division.py/LongDivision,100,100,['The parameters [ qc ] are added to the method subtract from the module qiskit/aqua/components/reciprocals/long_division.py in class LongDivision'],f42e9447320d18a072bdb2394eebb9ed5f04fa41
Change/Rename Parameter,unsubtract,unsubtract,qiskit/aqua/components/reciprocals/long_division.py/LongDivision,149,147,['The parameters [ qc2 ] of the method unsubtract from the module qiskit/aqua/components/reciprocals/long_division.py in class LongDivision are changed/renamed to [qc]'],f42e9447320d18a072bdb2394eebb9ed5f04fa41
Add Parameter,construct_circuit,construct_circuit,qiskit_acqua/utils/iqfts/approximate.py/Approximate,57,57,['The parameters [ use_basis_gates ] are added to the method construct_circuit from the module qiskit_acqua/utils/iqfts/approximate.py in class Approximate'],f4c42e2367c5d376ac71056eaa8cfac2304f17a6
Add Parameter,construct_circuit,construct_circuit,qiskit_acqua/utils/iqfts/iqft.py/IQFT,53,53,['The parameters [ use_basis_gates ] are added to the method construct_circuit from the module qiskit_acqua/utils/iqfts/iqft.py in class IQFT'],f4c42e2367c5d376ac71056eaa8cfac2304f17a6
Rename Method,get_docplex_qubitops,get_qubitops,qiskit/aqua/translators/ising/docplex.py,68,69,['The method get_docplex_qubitops from the module qiskit/aqua/translators/ising/docplex.py is renamed to get_qubitops'],f4c97d0e3972a8a9cb47634039636ae184233c50
Rename Method,get_subsystems_counts_postselected,get_subsystems_postselected,qiskit/aqua/utils/subsystem.py,97,98,['The method get_subsystems_counts_postselected from the module qiskit/aqua/utils/subsystem.py is renamed to get_subsystems_postselected'],f527e6b97c419f3442bb62d02796eaa808d99685
